Intervalle:600 sec;;;;;;;;;;;
Tension:229.999 V;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Date/Heure:2018/25/04;10:00.0;20:00.0;;;;;;;;;
;;;;;;;;;;;
Date;Heure;'UL1_[V]';'UL2_[V]';'UL3_[V]';'IL1_[A]';'IL2_[A]';'IL3_[A]';'I_Neutral_[A]';;;
05.01.2018;00:00.0;234.936;234.9;236.021;2.274;1.597;0.893;2.579;;;
05.01.2018;10:00.0;235.7;235.519;236.541;2.613;1.603;0.87;2.887;;;
05.01.2018;20:00.0;235.877;235.553;236.577;2.616;1.604;0.871;2.856;;;
05.01.2018;30:00.0;235.769;235.559;236.859;2.624;1.737;0.883;2.832;;;
05.01.2018;40:00.0;235.983;235.618;236.811;2.62;1.695;0.876;2.811;;;
05.01.2018;50:00.0;235.479;235.45;237.078;2.493;1.55;0.794;2.701;;;
05.01.2018;00:00.0;235.212;234.735;236.627;2.336;1.557;0.79;2.56;;;
05.01.2018;10:00.0;234.959;234.595;236.048;2.336;1.401;0.789;2.489;;;
05.01.2018;20:00.0;235.422;234.783;236.35;2.326;1.366;0.788;2.462;;;
05.01.2018;30:00.0;235.926;234.96;236.538;2.322;1.428;0.788;2.433;;;
05.01.2018;40:00.0;236.436;235.285;236.824;2.317;1.355;0.796;2.456;;;
05.01.2018;50:00.0;236.916;235.761;237.422;2.313;1.315;0.789;2.468;;;
05.01.2018;00:00.0;237.444;236.256;238.023;2.323;1.316;0.799;2.471;;;
05.01.2018;10:00.0;237.287;236.236;238.025;2.454;1.327;0.631;2.798;;;
05.01.2018;20:00.0;236.833;235.93;237.588;2.693;1.434;0.549;3.07;;;
05.01.2018;30:00.0;236.666;235.748;237.395;2.67;1.445;0.548;3.042;;;
05.01.2018;40:00.0;236.157;235.543;236.84;2.68;1.365;0.547;3.057;;;
05.01.2018;50:00.0;236.277;235.701;237.247;2.686;1.339;0.546;3.061;;;
05.01.2018;00:00.0;237.503;236.253;237.762;2.4;1.332;0.544;2.812;;;
05.01.2018;10:00.0;237.038;235.913;237.391;2.349;1.381;0.543;2.755;;;
05.01.2018;20:00.0;238.118;236.478;237.969;1.28;1.422;0.532;1.527;;;
05.01.2018;30:00.0;236.401;234.196;236.065;0.918;1.338;0.529;1.115;;;
05.01.2018;40:00.0;235.794;233.953;235.208;0.915;1.309;0.528;1.1;;;
05.01.2018;50:00.0;236.025;234.552;235.404;0.916;1.305;0.527;1.094;;;
05.02.2018;00:00.0;236.549;235.198;235.57;0.917;1.299;0.529;1.086;;;
05.02.2018;10:00.0;237.598;236.704;236.728;0.963;1.4;0.543;1.206;;;
05.02.2018;20:00.0;237.668;236.781;236.779;0.905;0.968;0.539;0.832;;;
05.02.2018;30:00.0;238.207;237.273;237.422;0.883;0.781;0.542;0.727;;;
05.02.2018;40:00.0;238.08;237.008;237.616;0.878;0.782;0.544;0.718;;;
05.02.2018;50:00.0;235.953;235;235.459;0.872;0.776;0.541;0.715;;;
05.02.2018;00:00.0;235.952;234.852;235.265;0.905;0.813;0.539;0.642;;;
05.02.2018;10:00.0;235.685;234.616;235.14;0.91;0.804;0.535;0.505;;;
05.02.2018;20:00.0;235.636;234.555;235.22;0.908;0.779;0.536;0.583;;;
05.02.2018;30:00.0;235.667;234.722;235.296;0.907;0.77;0.538;0.603;;;
05.02.2018;40:00.0;235.688;234.681;235.175;0.908;0.77;0.537;0.603;;;
05.02.2018;50:00.0;235.656;234.879;235.294;0.908;0.771;0.538;0.6;;;
05.02.2018;00:00.0;235.698;234.57;235.128;0.91;0.823;0.536;0.569;;;
05.02.2018;10:00.0;235.659;234.503;235.096;0.908;0.787;0.535;0.537;;;
05.02.2018;20:00.0;235.775;234.722;235.256;0.942;0.775;0.54;0.837;;;
05.02.2018;30:00.0;235.627;234.81;235.25;0.882;0.773;0.54;0.752;;;
05.02.2018;40:00.0;235.759;234.856;235.291;0.874;0.773;0.54;0.72;;;
05.02.2018;50:00.0;235.605;234.764;235.342;0.872;0.815;0.539;0.707;;;
05.02.2018;00:00.0;235.388;234.849;235.291;0.9;0.798;0.536;0.523;;;
05.02.2018;10:00.0;236.994;236.291;236.684;0.913;0.775;0.539;0.571;;;
05.02.2018;20:00.0;237.913;237.201;237.456;0.916;0.773;0.541;0.594;;;
05.02.2018;30:00.0;238.051;237.179;237.539;0.917;0.773;0.541;0.597;;;
05.02.2018;40:00.0;237.89;236.97;237.388;0.916;0.773;0.542;0.597;;;
05.02.2018;50:00.0;237.86;236.938;237.494;1.153;0.93;0.539;0.809;;;
05.02.2018;00:00.0;237.314;236.906;237.39;3.395;0.908;0.554;3.246;;;
05.02.2018;10:00.0;236.106;236.795;237.099;7.149;0.889;0.581;7.278;;;
05.02.2018;20:00.0;236.2;236.65;236.862;6.279;0.871;0.576;6.397;;;
05.02.2018;30:00.0;236.104;236.415;236.576;5.656;0.862;0.572;5.761;;;
05.02.2018;40:00.0;235.943;235.892;236.198;4.796;0.889;0.567;4.815;;;
05.02.2018;50:00.0;236.403;235.651;236.189;3.108;0.927;0.549;3;;;
05.02.2018;00:00.0;236.405;235.778;236.088;2.139;0.862;0.543;1.959;;;
05.02.2018;10:00.0;236.932;236.035;236.524;2.363;0.854;0.543;2.193;;;
05.02.2018;20:00.0;236.568;235.811;236.263;2.44;0.85;0.541;2.292;;;
05.02.2018;30:00.0;236.076;235.699;235.998;3.36;0.866;0.551;3.309;;;
05.02.2018;40:00.0;235.888;235.441;235.783;2.8;0.934;0.545;2.563;;;
05.02.2018;50:00.0;235.863;234.854;235.599;2.201;0.888;0.541;1.851;;;
05.02.2018;00:00.0;235.425;234.485;235.257;2.174;0.845;0.543;1.953;;;
05.02.2018;10:00.0;234.959;234.323;234.985;2.113;0.847;0.576;1.902;;;
05.02.2018;20:00.0;235.024;234.053;234.972;2.266;0.845;0.579;2.122;;;
05.02.2018;30:00.0;234.369;234.782;235.38;6.787;0.992;0.653;6.853;;;
05.02.2018;40:00.0;234.111;234.731;235.268;7.481;1.082;0.712;7.537;;;
05.02.2018;50:00.0;236.501;237.097;237.42;6.125;1.111;0.662;6.182;;;
05.02.2018;00:00.0;235.481;236.333;236.676;7.533;1.113;0.676;7.679;;;
05.02.2018;10:00.0;234.795;235.153;235.756;5.71;1.169;0.668;5.619;;;
05.02.2018;20:00.0;234.309;234.754;235.205;5.697;1.104;0.671;5.761;;;
05.02.2018;30:00.0;234.853;234.735;235.212;3.874;1.091;0.684;3.877;;;
05.02.2018;40:00.0;234.92;234.589;235.157;1.155;1.067;0.71;0.739;;;
05.02.2018;50:00.0;234.694;234.54;235.257;1.867;1.117;0.743;1.601;;;
05.02.2018;00:00.0;234.435;233.923;234.805;2.354;1.182;0.818;2.231;;;
05.02.2018;10:00.0;235.98;235.412;236.581;2.121;1.227;0.874;1.893;;;
05.02.2018;20:00.0;236.096;235.586;236.564;1.707;1.308;0.995;1.569;;;
05.02.2018;30:00.0;235.94;235.444;236.622;1.13;1.282;1.09;1.678;;;
05.02.2018;40:00.0;235.957;235.38;236.611;1.261;1.568;1.277;2.115;;;
05.02.2018;50:00.0;236.213;235.301;236.789;1.536;1.754;1.232;2.939;;;
05.02.2018;00:00.0;236.202;235.24;236.723;1.244;1.798;1.154;2.968;;;
05.02.2018;10:00.0;236.352;235.212;236.697;1.353;1.79;1.253;2.67;;;
05.02.2018;20:00.0;236.061;234.761;236.747;1.529;1.978;1.274;2.812;;;
